DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAIR OIL,FACE CREAM,WASHING BAR,TEA POWDER,BISCUIT,BISCUIT,SUGAR,TOOTH PASTE,DISHWASH BAR,BATHING SOAP,DETERGENT POWDER,SALT,TOOTH PASTE,WASHING BAR,BATHING SOAP,TOOTH PASTE,DISHWASH BAR,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,COOKING OIL,TEA POWDER,SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH BRUSH,TOOTH PASTE,BISCUIT,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAIR OIL,WASHING BAR,DISHWASH BAR,DISHWASH LIQUID,BATHING SOAP,SALT,BISCUIT,BISCUIT,BISCUIT,WASHING BAR,DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,BISCUIT,NOODLES,BISCUIT,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH BRUSH,BISCUIT,BODY LOTION,NOODLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,BISCUIT,BISCUIT,SUGAR,BISCUIT,DETERGENT POWDER,DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOODLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,WASHING BAR,SHAMPOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,BISCUIT,HAIR OIL,TOOTH PASTE,DETERGENT POWDER,DETERGENT POWDER,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,WASHING BAR,NOODLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISHWASH BAR,BISCUIT,BATHING SOAP,DETERGENT POWDER,WASHING BAR,GOOD KNIGHT LIQUID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,SALT,PAPAD,DETERGENT POWDER,DETERGENT POWDER,DETERGENT POWDER,FACE CREAM,TOOTH BRUSH,TOOTH BRUSH,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUGAR,TEA POWDER,HAIR OIL,DETERGENT POWDER,KETCHUP,JAM,TOOTH PASTE,BATHING SOAP,BATHING SOAP,DETERGENT POWDER,DISHWASH BAR,NOODLES,FACE CREAM,WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFFEE,COOKING OIL,BATHING SOAP,BISCUIT,SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,CHOCOLATE,CHOCOLATE,SALT,BISCUIT,SLICE CAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING LIQUID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,CHOCOLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFFEE,TEA POWDER,PAPAD,TOOTH PASTE,TOOTH PASTE,TEA POWDER,SALT,WASHING BAR,WASHING BAR,BATHING SOAP,BATHING SOAP,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISHWASH BAR,COOKING OIL,PAPAD,WASHING BAR,SALT,BATHING SOAP,BATHING SOAP,TOOTH PASTE,WASHING BAR,PASTA,HAND WASH,DETERGENT POWDER,DISHWASH BAR,DISHWASH BAR,DISHWASH BAR,DETERGENT POWDER,SUGAR,TEA POWDER,DETERGENT POWDER,DETERGENT POWDER,BATHING SOAP,BATHING SOAP,TEA POWDER,PAPAD,TOOTH PASTE,SALT,DISHWASH BAR,SUGAR,SHAMOO,BISCUIT,TEA POWDER,BISCUIT,BATHING SOAP,HAIR OIL,BISCUIT,FACE CREAM,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,BATHING SOAP,TOOTH PASTE,WASHING BAR,WASHING BAR,BISCUIT,BISCUIT,BATHING SOAP,DISHWASH BAR,WASHING BAR,SALT,PAPAD,DISHWASH BAR,BISCUIT,DETERGENT POWDER,TOOTH PASTE,BATHING SOAP,BATHING SOAP,BISCUIT,BISCUIT,BISCUIT,,,,,,,,,,,,,,,,,,,
WASHING BAR,BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMPOO,SHAMPOO,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMPOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT,DISHWASH LIQUID,BISCUIT,SUGAR,TEA POWDER,BISCUIT,TEA POWDER,DISHWASH BAR,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,PAPAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAND WASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,COOKING OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,SHAMPOO,DISHWASH BAR,TOOTH BRUSH,WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,BATHING SOAP,PAPAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,DISHWASH BAR,TOOTH PASTE,BISCUIT,DISHWASH BAR,SALT,COFFEE,SHAMPOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,BISCUIT,BISCUIT,DETERGENT POWDER,WASHING BAR,COFFEE,WASHING BAR,DISHWASH BAR,BISCUIT,BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOURNVITA,SUGAR,DISHWASH BAR,HAIR OIL,TOOTH PASTE,BATHING SOAP,TEA POWDER,COFFEE,WASHING BAR,WASHING BAR,BATHING SOAP,DETERGENT POWDER,SALT,PAPAD,WASHING BAR,WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,DISHWASH BAR,COOKING OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOODLES,CHOCOLATE,CHOCOLATE,WASHING BAR,WASHING BAR,BATHING SOAP,SALT,DISHWASH BAR,WASHING LIQUID,WASHING BAR,DETERGENT POWDER,TEA POWDER,BISCUIT,BISCUIT,BATHING SOAP,TOOTH PASTE,BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,DETERGENT POWDER,SALT,BISCUIT,BATHING SOAP,DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,SALT,WASHING BAR,BATHING SOAP,DETERGENT POWDER,DISHWASH BAR,SHAMOO+CONDITIONER,TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOURNVITA,BISCUIT,BISCUIT,BISCUIT,SUGAR,TEA POWDER,TOOTH PASTE,COOKING OIL,SALT,COFFEE,TEA POWDER,BISCUIT,DETERGENT LIQUID,SHAMPOO,DETERGENT POWDER,DISHWASH LIQUID,BATHING SOAP,DISHWASH BAR,WASHING BAR,BISCUIT,DETERGENT POWDER,WASHING BAR,WASHING BAR,BATHING SOAP,TOOTH PASTE,SALT,PAPAD,FACE CREAM,WASHING BAR,BATHING SOAP,COOKING OIL,WASHING BAR,TOOTH PASTE,DETERGENT POWDER,CHOCOLATE,TOOTH BRUSH,TOOTH BRUSH,DISHWASH BAR,SALT,COFFEE
COOKING OIL,COOKING OIL,BISCUIT,BISCUIT,BISCUIT,BOURNVITA,KETCHUP,TEA POWDER,TOOTH PASTE,HAIR OIL,WASHING BAR,WASHING BAR,DETERGENT POWDER,DETERGENT POWDER,DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,DETERGENT POWDER,DETERGENT POWDER,DISHWASH BAR,DETERGENT POWDER,WASHING BAR,WASHING BAR,SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,BATHING SOAP,CHOCOLATE,SANDWICH CAKE,SALT,HAND WASH,DETERGENT POWDER,COOKING OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,COOKING OIL,WASHING BAR,CHOCOLATE,CHOCOLATE,CHOCOLATE,SANDWICH CAKE,HAND WASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISHWASH BAR,CHOCOLATE,BATHING SOAP,BATHING SOAP,TOOTH BRUSH,FACE WASH,BATHING SOAP,TOOTH PASTE,DETERGENT POWDER,WASHING POWDER,TEA POWDER,BATHING SOAP,PAPAD,COOKING OIL,SUGAR,,,,,,,,,,,,,,,,,,,,,,,,,
COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,SUGAR,TEA POWDER,WASHING BAR,SALT,BATHING SOAP,DISHWASH BAR,BISCUIT,BISCUIT,BISCUIT,COFFEE,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAND WASH,BATHING SOAP,BISCUIT,COOKING OIL,WASHING LIQUID,COFFEE,SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,BISCUIT,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH BRUSH,COFFEE,DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITIONER,BISCUIT,WASHING BAR,DETERGENT POWDER,COOKING OIL,TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,BATHING SOAP,DISHWASH BAR,DISHWASH BAR,WASHING BAR,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMOO,BOURNVITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,BISCUIT,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,BISCUIT,BISCUIT,SUGAR,SALT,TEA POWDER,TOOTH PASTE,HAIR OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPAD,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH BRUSH,SALT,PAPAD,CHOCOLATE,TOOTH PASTE,JAM,WASHING BAR,SHAMPOO,DETERGENT POWDER,TOOTH PASTE,FACE CREAM,HAIR OIL,BATHING SOAP,BATHING SOAP,DETERGENT POWDER,SALT,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,FACE WASH,WASHING BAR,COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAND WASH,WASHING POWDER,BISCUIT,DISHWASH BAR,DISHWASH BAR,FACE WASH,TOOTH BRUSH,BISCUIT,COOKING OIL,COFFEE,TOOTH PASTE,BOURNVITA,COFFEE,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFFEE,SHAMOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEA POWDER,BISCUIT,CHOCOLATE,CHOCOLATE,CHOCOLATE,TEA POWDER,BISCUIT,BISCUIT,BATHING SOAP,DETERGENT POWDER,WASHING BAR,SALT,WASHING BAR,SHAMOO,CHOCOLATE,DETERGENT POWDER,DISHWASH BAR,WASHING BAR,KETCHUP,SALT,TOOTH PASTE,TOOTH PASTE,DISHWASH BAR,BATHING SOAP,DISHWASH BAR,,,,,,,,,,,,,,,
PAPAD,WASHING BAR,WASHING BAR,DISHWASH BAR,DETERGENT POWDER,BATHING SOAP,TOOTH PASTE,TEA POWDER,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPAD,DETERGENT POWDER,TEA POWDER,DISHWASH BAR,WASHING BAR,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMOO,COOKING OIL,DETERGENT POWDER,HAIR OIL,WASHING BAR,BISCUIT,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISHWASH BAR,DISHWASH BAR,DETERGENT POWDER,BATHING SOAP,BATHING SOAP,BATHING SOAP,DETERGENT POWDER,DETERGENT POWDER,WASHING BAR,BISCUIT,BISCUIT,SALT,COOKING OIL,COOKING OIL,TEA POWDER,SLICE CAKE,SALT,TOOTH PASTE,SANDWICH CAKE,TOOTH PASTE,KETCHUP,HAIR OIL,KETCHUP,NOODLES,NOODLES,,,,,,,,,,,,,,,
CHOCOLATE,TEA POWDER,TOOTH PASTE,DETERGENT POWDER,DETERGENT POWDER,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,BATHING SOAP,TOOTH PASTE,CHOCOLATE,HAIR OIL,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAIR OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISHWASH BAR,TEA POWDER,BISCUIT,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,BATHING SOAP,WASHING BAR,DISHWASH BAR,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEA POWDER,NOODLES,KETCHUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEA POWDER,SHAMPOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,BISCUIT,BISCUIT,BISCUIT,BISCUIT,WASHING BAR,DISHWASH BAR,GOOD KNIGHT LIQUID,TOOTH PASTE,SALT,BISCUIT,BISCUIT,BISCUIT,DISHWASH BAR,SALT,TOOTH PASTE,BATHING SOAP,BATHING SOAP,BATHING SOAP,BATHING SOAP,BATHING SOAP,DETERGENT POWDER,DISHWASH BAR,WASHING BAR,,,,,,,,,,,,,,,,
TOOTH PASTE,CHOCOLATE,DISHWASH BAR,WASHING BAR,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMPOO,DISHWASH BAR,BATHING SOAP,COFFEE,DETERGENT POWDER,PAPAD,BATHING SOAP,SALT,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT,DISHWASH BAR,DISHWASH BAR,BATHING SOAP,BATHING SOAP,WASHING BAR,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,BISCUIT,JAM,TOOTH PASTE,BATHING SOAP,BOURNVITA,BISCUIT,KETCHUP,SHAMPOO,BATHING SOAP,DISHWASH BAR,WASHING BAR,DETERGENT POWDER,DETERGENT POWDER,BISCUIT,HAIR OIL,SALT,BISCUIT,DISHWASH BAR,COFFEE,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,COFFEE,TOOTH PASTE,DETERGENT POWDER,BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,BATHING SOAP,BATHING SOAP,COOKING OIL,DETERGENT POWDER,PAPAD,SUGAR,WASHING BAR,BATHING SOAP,COOKING OIL,TOOTH PASTE,TEA POWDER,BATHING SOAP,WASHING BAR,SALT,TOOTH PASTE,BATHING SOAP,TOOTH PASTE,COOKING OIL,COOKING OIL,PAPAD,BISCUIT,TOOTH PASTE,DISHWASH BAR,,,,,,,,,,,,,,,,
CHOCOLATE,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT,BATHING SOAP,BATHING SOAP,SHAMPOO,SHAMPOO,COFFEE,TEA POWDER,COOKING OIL,COOKING OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAIR OIL,TOOTH PASTE,SUGAR,TEA POWDER,DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,BISCUIT,BATHING SOAP,DISHWASH BAR,TOOTH PASTE,DETERGENT POWDER,WASHING BAR,WASHING BAR,TOOTH PASTE,BATHING SOAP,SALT,DETERGENT LIQUID,NOODLES,BOURNVITA,BOURNVITA,JAM,COFFEE,BISCUIT,SALT,SUGAR,WASHING BAR,,,,,,,,,,,,,,,,,,,
BOURNVITA,SALT,TEA POWDER,COOKING OIL,COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,TOOTH PASTE,BATHING SOAP,DETERGENT POWDER,BOURNVITA,CHOCOLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEA POWDER,TEA POWDER,TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,COOKING OIL,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,SALT,WASHING BAR,TOOTH PASTE,COFFEE,DETERGENT POWDER,BATHING SOAP,COOKING OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,BISCUIT,CHOCOLATE,CHOCOLATE,TOOTH PASTE,BISCUIT,COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOODLES,BISCUIT,SALT,NOODLES,SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEA POWDER,DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,BISCUIT,TEA POWDER,BATHING SOAP,TOOTH PASTE,WASHING BAR,WASHING BAR,SALT,NOODLES,HAIR OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISHWASH BAR,TEA POWDER,TOOTH PASTE,WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,TOOTH BRUSH,BISCUIT,BISCUIT,WASHING BAR,WASHING BAR,DISHWASH BAR,DETERGENT POWDER,SHAMOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,SALT,SUGAR,TOOTH PASTE,BISCUIT,BATHING SOAP,WASHING BAR,PAPAD,TEA POWDER,HAIR OIL,DISHWASH BAR,DETERGENT POWDER,TOOTH BRUSH,BODY LOTION,HAND WASH,COFFEE,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,TEA POWDER,BISCUIT,SALT,HAIR OIL,TOOTH PASTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,TOOTH PASTE,TEA POWDER,TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,WASHING BAR,TOOTH PASTE,BATHING SOAP,DISHWASH BAR,FACE CREAM,BODY LOTION,DETERGENT POWDER,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATHING SOAP,TOOTH PASTE,WASHING BAR,LIFEBUOY LF 1G,BATHING SOAP,DISHWASH BAR,DETERGENT POWDER,TOOTH BRUSH,TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,TOOTH PASTE,BISCUIT,CHOCOLATE,TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOTH PASTE,COOKING OIL,TOOTH PASTE,BISCUIT,DISHWASH BAR,BISCUIT,BISCUIT,COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,CHOCOLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,COOKING OIL,CHOCOLATE,WASHING POWDER,BISCUIT,HAND WASH,NOODLES,BATHING SOAP,BOURNVITA,TOOTH PASTE,TOOTH BRUSH,PAPAD,WASHING BAR,BODY LOTION,,,,,,,,,,,,,,,,,,,,,,,,,,
DISHWASH BAR,HAIR OIL,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,CHOCOLATE,TEA POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT LIQUID,SHAMPOO,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,SALT,TEA POWDER,TOOTH PASTE,COFFEE,WASHING BAR,HAIR OIL,BATHING SOAP,BISCUIT,HAIR OIL,WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,SALT,BATHING SOAP,TEA POWDER,BISCUIT,BATHING SOAP,DISHWASH BAR,WASHING BAR,DISHWASH BAR,DETERGENT POWDER,BATHING SOAP,WASHING BAR,DETERGENT POWDER,PAPAD,BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,BISCUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,TEA POWDER,BISCUIT,CHOCOLATE,WASHING BAR,TOOTH PASTE,WASHING BAR,DETERGENT POWDER,BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,HAIR OIL,TOOTH PASTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,BISCUIT,BISCUIT,CHOCOLATE,CHOCOLATE,CHOCOLATE,CHOCOLATE,CHOCOLATE,SANDWICH CAKE,BISCUIT,BISCUIT,CHOCOLATE,CHOCOLATE,COFFEE,SALT,,,,,,,,,,,,,,,,,,,,,,,,,
DETERGENT POWDER,WASHING BAR,DISHWASH BAR,SHAMPOO,SALT,DETERGENT POWDER,DISHWASH BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTA,SALT,DETERGENT POWDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOKING OIL,COOKING OIL,TOOTH PASTE,TEA POWDER,NOODLES,CHOCOLATE,TOOTH PASTE,TOOTH BRUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHING BAR,DETERGENT POWDER,COOKING OIL,DISHWASH BAR,FACE CREAM,SALT,COOKING OIL,BISCUIT,TOOTH PASTE,BATHING SOAP,BATHING SOAP,BATHING SOAP,BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISCUIT,BATHING SOAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
